PSWID,SYSTEM_NAME,COUNTY,OWNERSHIP_SDWIS,OWNERSHIP_Corrected,OWNERSHIP_Binary,TYPE_consolidated,SOURCE_SDWIS,Source_Binary,Source_Purchased,POP_TOTAL,LN_POP,CWStype_SDWIS,WQ_REG,VIOLATION_COUNT,COUNT_TCR,TOTAL_VIOLATIONS,INST_CHANGE
CA2210503,YOSEMITE NPS-YOSEMITE VALLEY,MARIPOSA,Federal Government,Federal Government,Governmental,Federal,GW,GW,No,1000,6.907755279,Community,SWRCB-DISTRICT,0,0,0,NO
CA2210510,YOSEMITE NATIONAL PARK - WAWONA,MARIPOSA,Federal Government,Federal Government,Governmental,Federal,SW,SW,No,150,5.010635294,Community,SWRCB-DISTRICT,0,0,0,NO
CA2210515,YOSEMITE NPS - EL PORTAL,MARIPOSA,Federal Government,Federal Government,Governmental,Federal,GW,GW,No,635,6.453624999,Community,SWRCB-DISTRICT,0,0,0,NO
CA2210851,CDF& FP - MT. BULLION,MARIPOSA,State Government,State Government,Governmental,State,GW,GW,No,110,4.700480366,Community,SWRCB-DISTRICT,0,0,0,NO
CA2210901,MPWD-COULTERVILLE CSA 1,MARIPOSA,Local,Local,Governmental,CSA,GW,GW,No,193,5.262690189,Community,SWRCB-DISTRICT,0,0,0,NO
CA2210924,YOSEMITE WEST WATER SYSTEM,MARIPOSA,Local,Local,Governmental,MD,GW,GW,No,420,6.040254711,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300507,CALPELLA COUNTY WATER DISTRICT,MENDOCINO,Local,Local,Governmental,County Water District,SWP,SW,Purchased,548,6.306275287,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300514,ELK COUNTY WATER DISTRICT,MENDOCINO,Local,Local,Governmental,County Water District,GU,GW,No,380,5.940171253,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300730,WESTPORT COUNTY WATER DISTRICT,MENDOCINO,Private,Local,Governmental,County Water District,SW,SW,No,369,5.910796644,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310001,"FORT BRAGG, CITY OF",MENDOCINO,Local,Local,Governmental,City,SW,SW,No,7250,8.888756748,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310003,"UKIAH, CITY OF",MENDOCINO,Local,Local,Governmental,City,SW,SW,No,16185,9.691840166,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310004,"WILLITS, CITY OF",MENDOCINO,Local,Local,Governmental,City,SW,SW,No,6175,8.728264161,Community,SWRCB-DISTRICT,10,0,10,NO
CA2310005,WILLOW COUNTY WATER DISTRICT,MENDOCINO,Local,Local,Governmental,County Water District,GW,GW,No,3797,8.24196656,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310006,MILLVIEW COUNTY WATER DISTRICT,MENDOCINO,Local,Local,Governmental,County Water District,SW,SW,No,5990,8.697846691,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310008,REDWOOD VALLEY COUNTY WATER DISTRICT,MENDOCINO,Local,Local,Governmental,County Water District,SW,SW,No,5200,8.556413905,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310009,BROOKTRAILS TOWNSHIP CSD,MENDOCINO,Local,Local,Governmental,CSD,SW,SW,No,3800,8.242756346,Community,SWRCB-DISTRICT,1,0,1,NO
CA2310010,HOPLAND PUBLIC UTILITY DISTRICT,MENDOCINO,Local,Local,Governmental,PUD,GW,GW,No,1076,6.981005741,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310011,LAYTONVILLE COUNTY WATER DISTRICT,MENDOCINO,Local,Local,Governmental,County Water District,GW,GW,No,1320,7.185387016,Community,SWRCB-DISTRICT,0,0,0,NO
CA2310012,IRISH BEACH WATER DISTRICT,MENDOCINO,Local,Local,Governmental,Water District,SW,SW,No,560,6.327936784,Community,SWRCB-DISTRICT,0,0,0,NO
CA2400128,COUNTRY CLUB COUNTY WD,MERCED,Private,Local,Governmental,County Water District,GW,GW,No,64,4.158883083,Community,SWRCB-DISTRICT,0,0,0,NO
CA2400167,BALLICO CSD,MERCED,Mixed (Public/Private),Local,Governmental,CSD,GW,GW,No,238,5.472270674,Community,SWRCB-DISTRICT,3,0,3,NO
CA2400172,JOHN LATORACCA CORRECTIONAL FACILITY,MERCED,Local,Local,Governmental,County Sheriff,GW,GW,No,800,6.684611728,Community,SWRCB-DISTRICT,0,0,0,NO
CA2400201,VOLTA COMMUNITY SD,MERCED,Mixed (Public/Private),Local,Governmental,CSD,GW,GW,No,200,5.298317367,Community,SWRCB-DISTRICT,0,0,0,NO
CA2410001,CITY OF ATWATER,MERCED,Local,Local,Governmental,City,GW,GW,No,30406,10.32239524,Community,SWRCB-DISTRICT,11,0,11,NO
CA2410002,CITY OF DOS PALOS,MERCED,Local,Local,Governmental,City,SW,SW,No,7452,8.916237732,Community,SWRCB-DISTRICT,18,0,18,NO
CA2410003,CITY OF GUSTINE,MERCED,Local,Local,Governmental,City,GW,GW,No,5546,8.620832226,Community,SWRCB-DISTRICT,0,0,0,NO
CA2410004,CITY OF LIVINGSTON,MERCED,Local,Local,Governmental,City,GW,GW,No,14894,9.608713726,Community,SWRCB-DISTRICT,33,0,33,NO
CA2410005,CITY OF LOS BANOS,MERCED,Local,Local,Governmental,City,GW,GW,No,39359,10.58047994,Community,SWRCB-DISTRICT,0,1,1,NO
CA2410006,DELHI CWD,MERCED,Local,Local,Governmental,County Water District,GW,GW,No,8625,9.062420242,Community,SWRCB-DISTRICT,0,0,0,NO
CA2410007,PLANADA CSD,MERCED,Local,Local,Governmental,CSD,GW,GW,No,4500,8.411832676,Community,SWRCB-DISTRICT,0,0,0,NO
CA2410009,CITY OF MERCED,MERCED,Local,Local,Governmental,City,GW,GW,No,80542,11.29653407,Community,SWRCB-DISTRICT,0,0,0,NO
CA2410010,WINTON WATER & SANITARY DIST,MERCED,Local,Local,Governmental,Sanitary District,GW,GW,No,8500,9.047821442,Community,SWRCB-DISTRICT,4,0,4,NO
CA2410011,LE GRAND COMM SERVICES DIST,MERCED,Local,Local,Governmental,CSD,GW,GW,No,1700,7.43838353,Community,SWRCB-DISTRICT,0,1,1,NO
CA2410012,HILMAR COUNTY WATER DISTRICT,MERCED,Local,Local,Governmental,County Water District,GW,GW,No,4850,8.486733984,Community,SWRCB-DISTRICT,0,0,0,NO
CA2410018,SANTA NELLA COUNTY WATER DISTRICT,MERCED,Local,Local,Governmental,County Water District,SW,SW,No,1308,7.176254532,Community,SWRCB-DISTRICT,1,0,1,NO
CA2410700,CASTLE AIRPORT,MERCED,Local,Local,Governmental,County Dept. (other),GW,GW,No,1500,7.313220387,Community,SWRCB-DISTRICT,0,0,0,NO
CA2500503,CALIFORNIA PINES C.S.D.,MODOC,Local,Local,Governmental,CSD,GW,GW,No,300,5.703782475,Community,SWRCB-DISTRICT,0,0,0,NO
CA2500801,NEWELL COUNTY WATER DISTRICT,MODOC,Local,Local,Governmental,County Water District,GW,GW,No,300,5.703782475,Community,SWRCB-DISTRICT,0,0,0,NO
CA2510001,CITY OF ALTURAS,MODOC,Local,Local,Governmental,City,GW,GW,No,2982,8.000349495,Community,SWRCB-DISTRICT,0,0,0,NO
CA2510002,CEDARVILLE COUNTY WATER DIST.,MODOC,Local,Local,Governmental,County Water District,GW,GW,No,500,6.214608098,Community,SWRCB-DISTRICT,0,0,0,NO
CA2600501,BIRCHIM COMMUNITY SERVICE DISTRICT,MONO,Local,Local,Governmental,CSD,GW,GW,No,130,4.86753445,Community,LPA,0,0,0,NO
CA2610001,MAMMOTH CWD,MONO,Local,Local,Governmental,County Water District,SW,SW,No,16624,9.718602713,Community,SWRCB-DISTRICT,1,0,1,NO
CA2610002,JUNE LAKE PUD VILLAGE,MONO,Local,Local,Governmental,PUD,SW,SW,No,2740,7.915713199,Community,SWRCB-DISTRICT,3,0,3,NO
CA2610003,BRIDGEPORT PUD,MONO,Local,Local,Governmental,PUD,GW,GW,No,2150,7.673223121,Community,SWRCB-DISTRICT,27,0,27,NO
CA2610004,JUNE LAKE PUD - DOWN CANYON,MONO,Local,Local,Governmental,PUD,SW,SW,No,2810,7.940939762,Community,SWRCB-DISTRICT,0,0,0,NO
CA2610005,LEE VINING PUBLIC UTILITY,MONO,Private,Local,Governmental,PUD,GW,GW,No,2850,7.955074273,Community,LPA,0,0,0,NO
CA2610700,USMC/MTN WARFARE TRNG CTR - BRIDGEPORT,MONO,Federal Government,Federal Government,Governmental,Federal,GW,GW,No,1200,7.090076836,Community,SWRCB-DISTRICT,0,0,0,NO
CA2610701,USMC - HOUSING COLEVILLE,MONO,Federal Government,Federal Government,Governmental,Federal,GW,GW,No,325,5.783825182,Community,SWRCB-DISTRICT,0,0,0,NO
CA2700728,SAN ARDO WD,MONTEREY,Private,Local,Governmental,Water District,GW,GW,No,550,6.309918278,Community,LPA,0,0,0,NO
CA2700773,SUNNY MESA WATER SYSTEM,MONTEREY,Local,Local,Governmental,CSD,GW,GW,No,880,6.779921907,Community,SWRCB-DISTRICT,0,3,3,NO
CA2701676,SAN LUCAS WD,MONTEREY,Private,Local,Governmental,County Water District,GW,GW,No,500,6.214608098,Community,LPA,7,0,7,NO
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,MONTEREY,Local,Local,Governmental,CSD,GW,GW,No,7100,8.867850063,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710007,"GONZALES, CITY OF",MONTEREY,Local,Local,Governmental,City,GW,GW,No,8383,9.033961125,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710008,"GREENFIELD, CITY OF",MONTEREY,Local,Local,Governmental,City,GW,GW,No,17898,9.792444254,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710011,"SOLEDAD, CITY OF",MONTEREY,Local,Local,Governmental,City,GW,GW,No,16729,9.724899019,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710017,MARINA COAST WATER DISTRICT,MONTEREY,Local,Local,Governmental,County Water District,GW,GW,No,31218,10.34875013,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710018,SEASIDE MUNICIPAL WATER SYSTEM,MONTEREY,Local,Local,Governmental,City,GW,GW,No,2800,7.937374696,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710020,PAJARO COMMUNITY SERVICES DISTRICT,MONTEREY,Local,Local,Governmental,CSD,GW,GW,No,6500,8.779557456,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710300,CSP-PFEIFFER BIG SUR,MONTEREY,State Government,State Government,Governmental,State,GW,GW,No,80,4.382026635,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710702,FORT HUNTER LIGGETT,MONTEREY,Federal Government,Federal Government,Governmental,Federal,GW,GW,No,5500,8.612503371,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710850,CORRECTIONAL TRAINING FACILITY - SOLEDAD,MONTEREY,State Government,State Government,Governmental,State,GW,GW,No,5500,8.612503371,Community,SWRCB-DISTRICT,0,0,0,NO
CA2710851,SALINAS VALLEY STATE PRISON,MONTEREY,State Government,State Government,Governmental,State,GW,GW,No,3386,8.127404563,Community,SWRCB-DISTRICT,0,0,0,NO
CA2800035,RIVER RANCH FARM WORKER CENTER,NAPA,Local,Local,Governmental,County Dept. (other),GW,GW,No,66,4.189654742,Community,LPA,0,0,0,NO
CA2800039,CALISTOGA FARM WORKER CENTER,NAPA,Local,Local,Governmental,County Dept. (other),GW,GW,No,63,4.143134726,Community,LPA,0,0,0,NO
CA2800040,MONDAVI FARM WORKER CENTER,NAPA,Local,Local,Governmental,County Dept. (other),GW,GW,No,63,4.143134726,Community,LPA,0,0,0,NO
CA2800521,CIRCLE OAKS WATER DISTRICT,NAPA,Private,Local,Governmental,County Water District,SW,SW,No,500,6.214608098,Community,LPA,0,0,0,NO
CA2800526,BERRYESSA ESTATES (LBRID),NAPA,Local,Local,Governmental,Resort Improvement District,SW,SW,No,535,6.282266747,Community,SWRCB-DISTRICT,2,1,3,NO
CA2810002,"CALISTOGA, CITY OF",NAPA,Local,Local,Governmental,City,SW,SW,No,5334,8.581856705,Community,SWRCB-DISTRICT,9,0,9,NO
CA2810003,"NAPA, CITY OF",NAPA,Local,Local,Governmental,City,SW,SW,No,88258,11.38801962,Community,SWRCB-DISTRICT,6,0,6,NO
CA2810004,"ST. HELENA, CITY OF",NAPA,Local,Local,Governmental,City,SW,SW,No,6004,8.700181193,Community,SWRCB-DISTRICT,3,0,3,NO
CA2810005,"AMERICAN CANYON, CITY OF",NAPA,Local,Local,Governmental,City,SW,SW,No,20315,9.919114808,Community,SWRCB-DISTRICT,2,0,2,NO
CA2810007,TOWN OF YOUNTVILLE,NAPA,Local,Local,Governmental,City,SWP,SW,Purchased,3953,8.282230063,Community,SWRCB-DISTRICT,0,0,0,NO
CA2810008,VETERANS HOME OF CALIFORNIA,NAPA,State Government,State Government,Governmental,State,SW,SW,No,2933,7.983781069,Community,SWRCB-DISTRICT,0,0,0,NO
CA2810009,BERRYESSA PINES WATER SYSTEM,NAPA,Local,Local,Governmental,Water District,SW,SW,No,261,5.564520407,Community,LPA,0,0,0,NO
CA2810013,BERRYESSA HIGHLANDS,NAPA,Local,Local,Governmental,Resort Improvement District,SW,SW,No,924,6.828712072,Community,SWRCB-DISTRICT,12,0,12,NO
CA2810014,SPANISH FLAT WATER DISTRICT,NAPA,Local,Local,Governmental,Water District,SW,SW,No,230,5.438079309,Community,LPA,0,0,0,NO
CA2900523,WASHINGTON WATER DISTRICT,NEVADA,Private,Local,Governmental,County Water District,SW,SW,No,330,5.799092654,Community,LPA,0,0,0,NO
CA2910001,CITY OF GRASS VALLEY,NEVADA,Local,Local,Governmental,City,SW,SW,No,4930,8.503094267,Community,SWRCB-DISTRICT,0,0,0,NO
CA2910002,CITY OF NEVADA CITY,NEVADA,Local,Local,Governmental,City,SW,SW,No,3001,8.006700845,Community,SWRCB-DISTRICT,0,0,0,NO
CA2910003,"TRUCKEE-DONNER PUD, MAIN",NEVADA,Local,Local,Governmental,PUD,GW,GW,No,16681,9.722025626,Community,SWRCB-DISTRICT,0,0,0,NO
CA2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",NEVADA,Local,Local,Governmental,Irrigation District,SW,SW,No,16960,9.738612909,Community,SWRCB-DISTRICT,0,0,0,NO
CA2910006,NEVADA ID - LOMA RICA,NEVADA,Local,Local,Governmental,Irrigation District,SW,SW,No,13930,9.541800067,Community,SWRCB-DISTRICT,0,0,0,NO
CA2910010,TRUCKEE-DONNER PUD - HIRSCHDALE,NEVADA,Local,Local,Governmental,PUD,GW,GW,No,48,3.871201011,Community,SWRCB-DISTRICT,0,0,0,NO
CA2910013,WASHINGTON RIDGE C.C.,NEVADA,State Government,State Government,Governmental,State,GW,GW,No,100,4.605170186,Community,SWRCB-DISTRICT,0,0,0,NO
CA2910014,NEVADA ID - LAKE OF PINES,NEVADA,Local,Local,Governmental,Irrigation District,SW,SW,No,6642,8.801168402,Community,SWRCB-DISTRICT,0,0,0,NO
CA2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,NEVADA,Local,Local,Governmental,PUD,SW,SW,No,310,5.736572297,Community,SWRCB-DISTRICT,0,0,0,NO
CA2910023,NEVADA ID - LAKE WILDWOOD,NEVADA,Local,Local,Governmental,Irrigation District,SW,SW,No,9071,9.112837791,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010001,CITY OF ANAHEIM,ORANGE,Local,Local,Governmental,City,SW,SW,No,450000,13.01700286,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010002,CITY OF BREA,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,43328,10.67655436,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010003,CITY OF BUENA PARK,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,83347,11.33076789,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010004,MESAWATER DISTRICT,ORANGE,Local,Local,Governmental,Special Act District,SWP,SW,Purchased,110000,11.60823564,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010010,CITY OF FULLERTON,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,138251,11.83682615,Community,SWRCB-DISTRICT,0,1,1,NO
CA3010017,LAGUNA BEACH COUNTY WD,ORANGE,Local,Local,Governmental,County Water District,SWP,SW,Purchased,19240,9.864746724,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010018,CITY OF LA HABRA,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,60239,11.00607526,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010023,CITY OF NEWPORT BEACH,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,66467,11.10446086,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010027,CITY OF ORANGE,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,138640,11.83963592,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010030,CITY OF SAN JUAN CAPISTRANO,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,40000,10.59663473,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010036,CITY OF SAN CLEMENTE,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,51504,10.84941475,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010037,YORBA LINDA WATER DISTRICT,ORANGE,Local,Local,Governmental,County Water District,SWP,SW,Purchased,76018,11.23872543,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010038,CITY OF SANTA ANA,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,342930,12.74528162,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010041,CITY OF SEAL BEACH,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,25561,10.14882303,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010042,SOUTH COAST WD - SOUTH COAST,ORANGE,Local,Local,Governmental,County Water District,SWP,SW,Purchased,1000000,13.81551056,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010046,CITY OF TUSTIN,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,67700,11.12284146,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010053,CITY OF HUNTINGTON BEACH,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,201000,12.21106019,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010055,SOUTH COAST WD - CAPISTRANO BEACH,ORANGE,Local,Local,Governmental,County Water District,SWP,SW,Purchased,1000000,13.81551056,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010062,CITY OF GARDEN GROVE,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,170883,12.04873439,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010064,CITY OF WESTMINSTER,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,91169,11.42047021,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010068,EAST ORANGE COUNTY WD - RZ,ORANGE,Local,Local,Governmental,County Water District,SWP,SW,Purchased,103000,11.54248427,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010069,CITY OF FOUNTAIN VALLEY,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,56464,10.94135855,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010071,JOINT REGIONAL WATER SUPPLY SYSTEM,ORANGE,Local,Local,Governmental,JPA,SWP,SW,Purchased,220643,12.30430129,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010073,MOULTON NIGUEL WATER DISTRICT,ORANGE,Local,Local,Governmental,Water District,SWP,SW,Purchased,173280,12.06266406,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010079,EL TORO WATER DISTRICT,ORANGE,Local,Local,Governmental,Water District,SWP,SW,Purchased,48461,10.78851463,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010082,SERRANO WATER DISTRICT,ORANGE,Local,Local,Governmental,Irrigation District,SW,SW,No,6641,8.801017834,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,Local,Local,Governmental,Water District,SW,SW,No,390000,12.87390202,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010093,EAST ORANGE COUNTY WD - WZ,ORANGE,Local,Local,Governmental,County Water District,SWP,SW,Purchased,100000,11.51292546,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010094,TRABUCO CANYON WATER DISTRICT,ORANGE,Local,Local,Governmental,County Water District,SWP,SW,Purchased,13175,9.486076373,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010100,CITY OF LA PALMA,ORANGE,Local,Local,Governmental,City,SWP,SW,Purchased,16500,9.71111566,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010101,SANTA MARGARITA WATER DISTRICT,ORANGE,Local,Local,Governmental,Water District,SWP,SW,Purchased,159632,11.98062645,Community,SWRCB-DISTRICT,0,0,0,NO
CA3010120,SAN JUAN BASIN AUTHORITY,ORANGE,Local,Local,Governmental,JPA,GW,GW,No,40000,10.59663473,Community,SWRCB-DISTRICT,0,0,0,NO
CA3100011,AUBURN VALLEY COMMUNITY SERVICE DIS,PLACER,Private,Local,Governmental,CSD,GW,GW,No,290,5.669880923,Community,LPA,0,1,1,NO
CA3100029,TAHOE CITY PUD - TIMBERLAND,PLACER,Local,Local,Governmental,PUD,GW,GW,No,200,5.298317367,Community,LPA,0,0,0,Yes
CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,PLACER,Private,Local,Governmental,CSD,SW,SW,No,250,5.521460918,Community,LPA,1,0,1,NO
CA3110001,NORTH TAHOE PUD - MAIN,PLACER,Local,Local,Governmental,PUD,SW,SW,No,5300,8.5754621,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110003,FORESTHILL PUBLIC UTILITY DIST,PLACER,Local,Local,Governmental,PUD,SW,SW,No,6000,8.699514748,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110004,CITY OF LINCOLN,PLACER,Local,Local,Governmental,City,SWP,SW,Purchased,48165,10.7823879,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110005,PLACER CWA - AUBURN/BOWMAN,PLACER,Local,Local,Governmental,Special Act District,SW,SW,No,27562,10.22419329,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110006,PLACER CWA - COLFAX,PLACER,Local,Local,Governmental,Special Act District,SW,SW,No,2987,8.002024818,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110008,CITY OF ROSEVILLE,PLACER,Local,Local,Governmental,City,SW,SW,No,132562,11.79480574,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110009,MEADOW VISTA CWD,PLACER,Local,Local,Governmental,County Water District,SW,SW,No,3640,8.199738961,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110010,TAHOE CITY PUD - MAIN,PLACER,Local,Local,Governmental,PUD,GW,GW,No,6511,8.781248333,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110011,TAHOE CITY PUD - MCKINNEY/QUAIL,PLACER,Local,Local,Governmental,PUD,SW,SW,No,844,6.738152495,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110017,SIERRA LAKES COUNTY WATER DIST,PLACER,Local,Local,Governmental,County Water District,SW,SW,No,185,5.220355825,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110020,SQUAW VALLEY PSD,PLACER,Local,Local,Governmental,County Water District,GW,GW,No,1366,7.21964204,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110022,MCKINNEY WATER DISTRICT,PLACER,Local,Local,Governmental,Water District,GW,GW,No,117,4.762173935,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110023,NORTH TAHOE PUD - CARNELIAN WOODS,PLACER,Local,Local,Governmental,PUD,GW,GW,No,524,6.261491684,Community,SWRCB-DISTRICT,0,1,1,NO
CA3110024,PLACER CWA - ALTA,PLACER,Local,Local,Governmental,Special Act District,SW,SW,No,875,6.774223886,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110025,PLACER CWA - FOOTHILL,PLACER,Local,Local,Governmental,Special Act District,SW,SW,No,124481,11.73190837,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110026,NEVADA ID - NORTH AUBURN,PLACER,Local,Local,Governmental,Irrigation District,SW,SW,No,6552,8.787525626,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110028,NORTHSTAR C.S.D.,PLACER,Local,Local,Governmental,CSD,SW,SW,No,300,5.703782475,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110029,ALPINE SPRINGS COUNTY WATER DISTRICT,PLACER,Local,Local,Governmental,County Water District,GW,GW,No,200,5.298317367,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110034,CHRISTIAN VALLEY PARK CSD,PLACER,Local,Local,Governmental,CSD,SW,SW,No,1800,7.495541944,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110036,NORTH TAHOE PUD - DOLLAR COVE,PLACER,Local,Local,Governmental,PUD,GWP,GW,Purchased,800,6.684611728,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110040,PLACER CWA - BIANCHI ESTATES,PLACER,Local,Local,Governmental,Special Act District,SWP,SW,Purchased,122,4.804021045,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110041,MIDWAY HEIGHTS C. W. D.,PLACER,Local,Local,Governmental,County Water District,SWP,SW,Purchased,1080,6.98471632,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110044,TAHOE CITY PUD - ALPINE PEAKS,PLACER,Local,Local,Governmental,PUD,GW,GW,No,201,5.303304908,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110047,TALMONT RESORT IMPROVEMENT DISTRICT,PLACER,Mixed (Public/Private),Local,Governmental,Resort Improvement District,GW,GW,No,300,5.703782475,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110048,PLACER CSA - SHERIDAN,PLACER,Local,Local,Governmental,CSA,GW,GW,No,726,6.587550015,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110050,PLACER CWA - APPLEGATE,PLACER,Local,Local,Governmental,Special Act District,SW,SW,No,215,5.370638028,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110051,NORTHSTAR CSD - MARTIS VALLEY,PLACER,Local,Local,Governmental,CSD,GW,GW,No,1218,7.104965448,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110124,PLACER CWA - MONTE VISTA,PLACER,Local,Local,Governmental,Special Act District,SW,SW,No,56,4.025351691,Community,SWRCB-DISTRICT,0,0,0,NO
CA3200078,FRCCSD OLD MILL RANCH,PLUMAS,Local,Local,Governmental,CSD,GW,GW,No,32,3.465735903,Community,LPA,0,0,0,NO
CA3200104,GRIZZLY LAKE CSD-DELLEKER,PLUMAS,Local,Local,Governmental,CSD,GW,GW,No,657,6.487684018,Community,SWRCB-DISTRICT,21,3,24,NO
CA3200107,GRIZZLY LAKE CSD-CROCKER/WELCH,PLUMAS,Private,Local,Governmental,CSD,GW,GW,No,215,5.370638028,Community,SWRCB-DISTRICT,0,2,2,NO
CA3200155,FRCCSD HOT SPRINGS,PLUMAS,Local,Local,Governmental,CSD,GW,GW,No,25,3.218875825,Community,LPA,0,6,6,NO
CA3200188,GREENHORN CREEK CSD,PLUMAS,Local,Local,Governmental,CSD,GW,GW,No,280,5.634789603,Community,LPA,0,0,0,NO
CA3200509,CLIO PUBLIC UTILITY DISTRICT,PLUMAS,Local,Local,Governmental,PUD,GW,GW,No,79,4.369447852,Community,LPA,0,0,0,NO
CA3200510,IVCSD CRESCENT MILLS,PLUMAS,Local,Local,Governmental,CSD,GW,GW,No,258,5.552959585,Community,SWRCB-DISTRICT,0,0,0,NO
CA3205001,WALKER RANCH CSD,PLUMAS,Local,Local,Governmental,CSD,GW,GW,No,50,3.912023005,Community,LPA,0,1,1,NO
CA3205003,GOLD MOUNTAIN CSD,PLUMAS,Local,Local,Governmental,CSD,GW,GW,No,100,4.605170186,Community,LPA,0,1,1,NO
