PSWID,SYSTEM_NAME,COUNTY,OWNERSHIP_SDWIS,OWNERSHIP_Corrected,OWNERSHIP_Binary,TYPE_consolidated,SOURCE_SDWIS,Source_Binary,Source_Purchased,POP_TOTAL,LN_POP,CWStype_SDWIS,WQ_REG,VIOLATION_COUNT,COUNT_TCR,TOTAL_VIOLATIONS,INST_CHANGE
CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,TRINITY,Private,Private,Nongovernmental,MWC,SW,SW,No,80,4.382026635,Community,SWRCB-DISTRICT,0,0,0,NO
CA5301101,TREASURE CREEK WOODS MWC,TRINITY,Private,Private,Nongovernmental,MWC,GW,GW,No,34,3.526360525,Community,SWRCB-DISTRICT,0,0,0,NO
CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,TRINITY,Private,Private,Nongovernmental,MWC,GW,GW,No,44,3.784189634,Community,SWRCB-DISTRICT,0,0,0,NO
CA5301104,COVINGTON MILL MWC-DIVISION B,TRINITY,Private,Private,Nongovernmental,MWC,GW,GW,No,99,4.59511985,Community,SWRCB-DISTRICT,0,0,0,NO
CA5301201,SEYMOUR'S MUTUAL WATER SYSTEM,TRINITY,Private,Private,Nongovernmental,MWC,GW,GW,No,26,3.258096538,Community,SWRCB-DISTRICT,0,0,0,NO
CA5303002,INDIAN CREEK TRAILER PARK,TRINITY,Private,Private,Nongovernmental,MHP,SW,SW,No,35,3.555348061,Community,SWRCB-DISTRICT,0,0,0,NO
CA5304102,TRINITY VILLAGE MUTUAL WATER,TRINITY,Private,Private,Nongovernmental,MWC,SW,SW,No,604,6.403574198,Community,SWRCB-DISTRICT,0,0,0,NO
CA5304501,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),TRINITY,Private,Private,Nongovernmental,MWC,SW,SW,No,201,5.303304908,Community,SWRCB-DISTRICT,0,0,0,NO
CA5310003,TRINITY CENTER M.W.C..,TRINITY,Private,Private,Nongovernmental,MWC,SW,SW,No,729,6.591673732,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400504,A & AMHP,TULARE,Private,Private,Nongovernmental,MHP,GW,GW,No,200,5.298317367,Community,SWRCB-DISTRICT,0,3,3,NO
CA5400506,NORTH KAWEAH MWC,TULARE,Private,Private,Nongovernmental,MWC,GU,GW,No,560,6.327936784,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400523,EL MONTE VILLAGE MHP,TULARE,Private,Private,Nongovernmental,MHP,GW,GW,No,100,4.605170186,Community,SWRCB-DISTRICT,5,0,5,NO
CA5400529,SHADY GROVEMHP,TULARE,Mixed (Public/Private),Private,Nongovernmental,MHP,GW,GW,No,95,4.553876892,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,106,4.663439094,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400553,DEL ORO TRAVER DISTRICT,TULARE,Private,Private,Nongovernmental,IOU,GW,GW,No,634,6.452048954,Community,SWRCB-DISTRICT,2,0,2,Yes
CA5400556,RIVER RETREAT MUTUAL,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,53,3.970291914,Community,SWRCB-DISTRICT,0,4,4,NO
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,340,5.828945618,Community,SWRCB-DISTRICT,0,5,5,NO
CA5400647,YOKOHL MUTUAL WATER CO,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,95,4.553876892,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400651,BEVERLY GRAND MUTUAL WATER,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,108,4.682131227,Community,SWRCB-DISTRICT,23,0,23,NO
CA5400655,CENTRAL MUTUAL WATER CO,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,112,4.718498871,Community,SWRCB-DISTRICT,0,5,5,NO
CA5400660,LAKE SUCCESS MOBILE LODGE,TULARE,Private,Private,Nongovernmental,MHP,GW,GW,No,40,3.688879454,Community,SWRCB-DISTRICT,1,0,1,NO
CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,TULARE,Private,Private,Nongovernmental,IOU,GW,GW,No,1580,7.365180126,Community,SWRCB-DISTRICT,25,0,25,NO
CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,TULARE,Private,Private,Nongovernmental,IOU,GW,GW,No,347,5.84932478,Community,SWRCB-DISTRICT,12,0,12,NO
CA5400670,TRIPLE R MUTUAL WATER CO,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,406,6.00635316,Community,SWRCB-DISTRICT,17,2,19,NO
CA5400682,PLAINVIEW MWC - CENTRAL WATER,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,138,4.927253685,Community,SWRCB-DISTRICT,9,0,9,NO
CA5400718,WILLIAMS MUTUALWATER CO,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,180,5.192956851,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400728,GRIER MUTUAL WATER CO,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,32,3.465735903,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400732,PIERPOINT SPRINGS WATER CO.,TULARE,Private,Private,Nongovernmental,IOU,GW,GW,No,40,3.688879454,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,28,3.33220451,Community,SWRCB-DISTRICT,0,1,1,NO
CA5400754,SOUTH KAWEAH MUTUAL WATER COMPANY,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,384,5.950642553,Community,SWRCB-DISTRICT,5,4,9,NO
CA5400767,DEL ORO EAST PLANO DISTRICT,TULARE,Mixed (Public/Private),Private,Nongovernmental,IOU,GW,GW,No,46,3.828641396,Community,SWRCB-DISTRICT,0,1,1,NO
CA5400805,SOULTS MUTUAL WATER CO,TULARE,Private,Private,Nongovernmental,MWC,GWP,GW,Purchased,120,4.787491743,Community,SWRCB-DISTRICT,14,0,14,NO
CA5400816,BEDEL MUTUAL WATER CO,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,155,5.043425117,Community,SWRCB-DISTRICT,0,1,1,NO
CA5400819,MOUNTAIN VIEW MHP,TULARE,Private,Private,Nongovernmental,MHP,GW,GW,No,44,3.784189634,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400880,THE LAKES ASSOCIATION,TULARE,Private,Private,Nongovernmental,PA,GW,GW,No,495,6.204557763,Community,SWRCB-DISTRICT,0,3,3,NO
CA5400881,SUNRISE MUTUAL WATER CO.,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,80,4.382026635,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400935,CWS - MULLEN WATER COMPANY,TULARE,Private,Private,Nongovernmental,IOU,GW,GW,No,138,4.927253685,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400940,SIERRA KING HOMEOWNERS ASSN,TULARE,Private,Private,Nongovernmental,PA,GW,GW,No,120,4.787491743,Community,SWRCB-DISTRICT,0,0,0,NO
CA5400964,SIERRA VISTA ASSN,TULARE,Private,Private,Nongovernmental,PA,GW,GW,No,44,3.784189634,Community,SWRCB-DISTRICT,18,0,18,NO
CA5401026,DEER MEADOW MUTUAL,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,67,4.204692619,Community,SWRCB-DISTRICT,0,1,1,NO
CA5402048,DEL ORO RIVER ISLAND SERV TERR #2,TULARE,Private,Private,Nongovernmental,IOU,GW,GW,No,99,4.59511985,Community,SWRCB-DISTRICT,5,1,6,NO
CA5403084,FAIRWAY MUTUAL WATER CO,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,90,4.49980967,Community,SWRCB-DISTRICT,0,2,2,NO
CA5403110,SIERRA MUTUAL WATER CO,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,37,3.610917913,Community,SWRCB-DISTRICT,15,0,15,NO
CA5403113,SOUTH FORK ESTATES MUTUAL WATER CO,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,92,4.521788577,Community,SWRCB-DISTRICT,0,1,1,NO
CA5403144,ALI MUTUAL WATER CO,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,25,3.218875825,Community,SWRCB-DISTRICT,1,3,4,NO
CA5410016,CWS - VISALIA,TULARE,Private,Private,Nongovernmental,IOU,GW,GW,No,140868,11.85557856,Community,SWRCB-DISTRICT,0,0,0,NO
CA5410022,CAMP NELSON WATER COMPANY,TULARE,Private,Private,Nongovernmental,MWC,SW,SW,No,112,4.718498871,Community,SWRCB-DISTRICT,1,0,1,NO
CA5410034,DEL ORO CALIFORNIA PINES DISTRICT,TULARE,Private,Private,Nongovernmental,IOU,GW,GW,No,1033,6.940222469,Community,SWRCB-DISTRICT,0,0,0,NO
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,TULARE,Private,Private,Nongovernmental,MWC,GW,GW,No,617,6.424869024,Community,SWRCB-DISTRICT,0,0,0,NO
CA5410041,CWS - TULCO WATER COMPANY,TULARE,Private,Private,Nongovernmental,IOU,GW,GW,No,716,6.573680167,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500040,BLUEBELL VALLEY MWC,TUOLUMNE,Private,Private,Nongovernmental,MWC,GW,GW,No,252,5.529429088,Community,SWRCB-DISTRICT,0,2,2,NO
CA5500041,ALPINE ACRES MUTUAL WATER CO,TUOLUMNE,Private,Private,Nongovernmental,MWC,GW,GW,No,59,4.077537444,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500042,BELLEVIEW OAKS MUTUAL WATER CO,TUOLUMNE,Private,Private,Nongovernmental,MWC,GW,GW,No,468,6.148468296,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500053,LEISURE PINES MUTUAL WATER CO,TUOLUMNE,Private,Private,Nongovernmental,MWC,GW,GW,No,340,5.828945618,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500057,LONG BARN PROPERTY OWNERS,TUOLUMNE,Private,Private,Nongovernmental,PA,GW,GW,No,567,6.340359304,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500060,MI WUK HEIGHTS MWC,TUOLUMNE,Private,Private,Nongovernmental,MWC,GW,GW,No,352,5.863631176,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500064,MULLER MUTUAL WATER COMPANY,TUOLUMNE,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,154,5.036952602,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500074,SIERRA VILLAGE MUTUAL WATER CO,TUOLUMNE,Private,Private,Nongovernmental,MWC,GW,GW,No,272,5.605802066,Community,SWRCB-DISTRICT,0,1,1,NO
CA5500077,SLIDE INN SNOWBOWL WATER CO,TUOLUMNE,Private,Private,Nongovernmental,IOU,GW,GW,No,315,5.752572639,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500080,TWAIN HARTE VALLEY MWC,TUOLUMNE,Private,Private,Nongovernmental,MWC,SW,SW,No,200,5.298317367,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500086,SONORA ESTATES MOBILE HOME PARK,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,231,5.442417711,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500092,PONDEROSA MOBILE HOME PARK,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,72,4.276666119,Community,SWRCB-DISTRICT,0,1,1,NO
CA5500096,SIERRA TWAIN HARTE MHP,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,129,4.859812404,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500104,CASCADE ESTATES,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,316,5.755742214,Community,SWRCB-DISTRICT,0,1,1,NO
CA5500115,SUGAR PINE RV PARK,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,247,5.509388337,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500116,PEPPERMINT CREEK MHP,TUOLUMNE,Private,Private,Nongovernmental,MHP,SW,SW,No,280,5.634789603,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500120,49ER TRAILER RANCH,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,121,4.795790546,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500124,MONO VISTA RANCH MHP,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,105,4.65396035,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500125,MOTHER LODE MOBILE ESTATES,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,210,5.347107531,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500128,GOLD RUSH MOBILE HOME PARK,TUOLUMNE,Private,Private,Nongovernmental,MHP,GU,GW,No,59,4.077537444,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500149,COLUMBIA MOBILE HOME PARK,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,75,4.317488114,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500193,TAMARRON MOBILE HOME PARK,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,225,5.416100402,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500243,RAMBLING HILLS ESTATES,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,78,4.356708827,Community,SWRCB-DISTRICT,0,0,0,NO
CA5500353,SIERRA VILLAGE MOBILE HOME PARK,TUOLUMNE,Private,Private,Nongovernmental,MHP,GW,GW,No,30,3.401197382,Community,SWRCB-DISTRICT,0,0,0,NO
CA5510004,PINECREST PERMITTEES ASSN,TUOLUMNE,Private,Private,Nongovernmental,PA,SW,SW,No,3543,8.172729105,Community,SWRCB-DISTRICT,0,0,0,NO
CA5510006,MI WUK VILLAGE MUT WTR CO,TUOLUMNE,Private,Private,Nongovernmental,MWC,SW,SW,No,1737,7.459914766,Community,SWRCB-DISTRICT,0,0,0,NO
CA5510007,DEL ORO WATER COMPANY - STRAWBERRY DIV.,TUOLUMNE,Private,Private,Nongovernmental,IOU,SW,SW,No,1330,7.192934221,Community,SWRCB-DISTRICT,1,0,1,NO
CA5510011,COLD SPRINGS WATER CO,TUOLUMNE,Private,Private,Nongovernmental,IOU,SW,SW,No,163,5.093750201,Community,SWRCB-DISTRICT,0,0,0,NO
CA5510016,"SIERRA PARK WATER COMPANY, INC.",TUOLUMNE,Private,Private,Nongovernmental,IOU,GW,GW,No,300,5.703782475,Community,SWRCB-DISTRICT,0,0,0,NO
CA5510023,SONORA MEADOWS MUTUAL WTR CO,TUOLUMNE,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,1123,7.023758955,Community,SWRCB-DISTRICT,1,0,1,NO
CA5510024,SONORA WATER COMPANY INC,TUOLUMNE,Private,Private,Nongovernmental,IOU,SWP,SW,Purchased,975,6.882437471,Community,SWRCB-DISTRICT,0,0,0,NO
CA5510026,PHOENIX LAKE ESTATES CC MWC,TUOLUMNE,Private,Private,Nongovernmental,MWC,GW,GW,No,870,6.768493212,Community,SWRCB-DISTRICT,0,0,0,NO
CA5601104,CASITAS MUTUAL WATER COMPANY,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,229,5.433722004,Community,SWRCB-DISTRICT,0,0,0,NO
CA5601106,FILLMORE WEST MOBILE HOME PARK,VENTURA,Private,Private,Nongovernmental,MHP,GW,GW,No,99,4.59511985,Community,SWRCB-DISTRICT,0,0,0,NO
CA5601110,MIDDLE ROAD MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,GWP,GW,Purchased,134,4.8978398,Community,SWRCB-DISTRICT,0,0,0,NO
CA5601116,SAN CAYETANO MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,46,3.828641396,Community,SWRCB-DISTRICT,0,0,0,NO
CA5601117,SENIOR CANYON MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,SW,SW,No,800,6.684611728,Community,SWRCB-DISTRICT,1,1,2,NO
CA5601119,SIETE ROBLES MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,274,5.613128106,Community,SWRCB-DISTRICT,0,0,0,NO
CA5601120,SISAR MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,340,5.828945618,Community,SWRCB-DISTRICT,0,0,0,NO
CA5601122,TICO MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,90,4.49980967,Community,SWRCB-DISTRICT,0,0,0,NO
CA5601125,COMMUNITY MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,36,3.583518938,Community,SWRCB-DISTRICT,0,0,0,NO
CA5601141,SOUTH MOUNTAIN MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,68,4.219507705,Community,SWRCB-DISTRICT,0,0,0,NO
CA5602103,CYPRESS MUTUAL WATER CO INC,VENTURA,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,217,5.379897354,Community,SWRCB-DISTRICT,0,0,0,NO
CA5602104,DEL NORTE MUTUAL WATER CO.,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,201,5.303304908,Community,SWRCB-DISTRICT,0,0,0,NO
CA5602108,GARDEN ACRES MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,798,6.682108597,Community,SWRCB-DISTRICT,0,0,0,NO
CA5602109,GLENVIEW MOBILE PARK,VENTURA,Private,Private,Nongovernmental,MHP,GW,GW,No,160,5.075173815,Community,SWRCB-DISTRICT,0,0,0,NO
CA5602110,NAVALAIR MOBILE HOME PARK,VENTURA,Private,Private,Nongovernmental,MHP,GW,GW,No,160,5.075173815,Community,SWRCB-DISTRICT,0,0,0,NO
CA5602111,NYELAND ACRES MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,2000,7.60090246,Community,SWRCB-DISTRICT,0,0,0,NO
CA5602115,SAVIERS ROAD MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,GUP,GW,Purchased,368,5.908082938,Community,SWRCB-DISTRICT,0,0,0,NO
CA5602117,STRICKLAND ACRES,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,429,6.061456919,Community,SWRCB-DISTRICT,0,0,0,NO
CA5602130,SOLANO VERDE MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,100,4.605170186,Community,SWRCB-DISTRICT,0,0,0,NO
CA5602132,WATERS ROAD DOMESTIC USERS GROUP,VENTURA,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,25,3.218875825,Community,SWRCB-DISTRICT,0,1,1,NO
CA5603302,LLOYD-BUTLER MUTUAL WATER COMPANY,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,25,3.218875825,Community,SWRCB-DISTRICT,0,2,2,NO
CA5610001,DEMPSEY ROAD MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,838,6.7310181,Community,SWRCB-DISTRICT,0,0,0,NO
CA5610006,YERBA BUENA WATER COMPANY,VENTURA,Private,Private,Nongovernmental,IOU,GW,GW,No,990,6.897704943,Community,SWRCB-DISTRICT,0,0,0,NO
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,5000,8.517193191,Community,SWRCB-DISTRICT,0,0,0,NO
CA5610010,RIO PLAZA WATER CO INC,VENTURA,Private,Private,Nongovernmental,IOU,GW,GW,No,1693,7.434257382,Community,SWRCB-DISTRICT,0,1,1,NO
CA5610016,CALIFORNIA WATER SERVICE CO - WESTLAKE,VENTURA,Private,Private,Nongovernmental,IOU,SWP,SW,Purchased,19464,9.876321884,Community,SWRCB-DISTRICT,0,0,0,NO
CA5610021,WARRING WATER SERVICE INC,VENTURA,Private,Private,Nongovernmental,IOU,GW,GW,No,2100,7.649692624,Community,SWRCB-DISTRICT,0,0,0,NO
CA5610029,VINEYARD AVENUE ACRES MWC,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,1820,7.50659178,Community,SWRCB-DISTRICT,1,0,1,NO
CA5610035,RIO MANOR MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,826,6.716594774,Community,SWRCB-DISTRICT,0,1,1,NO
CA5610040,CAL AMERICAN WATER CO,VENTURA,Private,Private,Nongovernmental,IOU,SWP,SW,Purchased,71465,11.1769631,Community,SWRCB-DISTRICT,0,0,0,NO
CA5610056,VINEYARD AVE ESTATES MWC,VENTURA,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,1200,7.090076836,Community,SWRCB-DISTRICT,0,0,0,NO
CA5610058,CRESTVIEW MUTUAL WATER CO,VENTURA,Private,Private,Nongovernmental,MWC,SWP,SW,Purchased,2040,7.620705087,Community,SWRCB-DISTRICT,0,0,0,NO
CA5610059,GOLDEN STATE WATER COMPANY - SIMI VALLEY,VENTURA,Private,Private,Nongovernmental,IOU,SWP,SW,Purchased,43515,10.68086099,Community,SWRCB-DISTRICT,0,0,0,NO
CA5610068,CLOVERDALE MUTUAL WATER CO.,VENTURA,Private,Private,Nongovernmental,MWC,GW,GW,No,455,6.120297419,Community,SWRCB-DISTRICT,0,0,0,NO
CA5610081,CAL AMERICAN WC - LAS POSAS ESTATES,VENTURA,Private,Private,Nongovernmental,IOU,SWP,SW,Purchased,2049,7.625107148,Community,SWRCB-DISTRICT,0,0,0,NO
CA5700554,CAMPERS INN - RV & GOLF COURSE,YOLO,Private,Private,Nongovernmental,MHP,GW,GW,No,120,4.787491743,Community,LPA,0,0,0,NO
CA5700707,ROLLING ACRES MUTUAL WATER COMPANY,YOLO,Private,Private,Nongovernmental,MWC,GW,GW,No,40,3.688879454,Community,LPA,0,1,1,NO
CA5700712,CAL AM - DUNNIGAN,YOLO,Private,Private,Nongovernmental,IOU,GW,GW,No,400,5.991464547,Community,LPA,0,0,0,NO
CA5800572,FAIRWAY DOWNS MUTUAL WATER CO,YUBA,Private,Private,Nongovernmental,MWC,GW,GW,No,100,4.605170186,Community,LPA,0,4,4,NO
CA5800805,LAKE FRANCIS MUTUAL WATER COMPANY,YUBA,Private,Private,Nongovernmental,MWC,GW,GW,No,60,4.094344562,Community,LPA,0,0,0,NO
CA5800807,AEROPINES,YUBA,Private,Private,Nongovernmental,MHP,GW,GW,No,45,3.80666249,Community,LPA,0,0,0,NO
CA5800821,HERITAGE PARK,YUBA,Private,Private,Nongovernmental,MHP,GW,GW,No,26,3.258096538,Community,LPA,0,0,0,NO
CA5800823,COUNTRY AIR MOBILE HOME PARK,YUBA,Private,Private,Nongovernmental,MHP,GW,GW,No,100,4.605170186,Community,LPA,0,1,1,NO
CA5800824,COUNTRY VILLAGE MOBILE HOME PARK,YUBA,Private,Private,Nongovernmental,MHP,GW,GW,No,50,3.912023005,Community,LPA,0,0,0,NO
CA5800827,WHISPERING PINES MOBILE HOME PARK,YUBA,Private,Private,Nongovernmental,MHP,GW,GW,No,25,3.218875825,Community,LPA,0,0,0,NO
CA5800828,COUNTRYSIDE MOBILE HOME PARK,YUBA,Private,Private,Nongovernmental,MHP,GW,GW,No,185,5.220355825,Community,LPA,0,0,0,NO
CA5800832,CASTLEWOOD MOBILE HOME PARK,YUBA,Private,Private,Nongovernmental,MHP,GW,GW,No,200,5.298317367,Community,LPA,0,0,0,NO
CA5800850,REBEL RIDGE VILLAGE,YUBA,Private,Private,Nongovernmental,MHP,GW,GW,No,60,4.094344562,Community,LPA,0,0,0,NO
CA5810001,CAL-WATER SERVICE CO.-MARYSVILLE,YUBA,Private,Private,Nongovernmental,IOU,GW,GW,No,12210,9.410010567,Community,SWRCB-DISTRICT,0,0,0,NO
CA0105008,CASTLEWOOD DOMESTIC WATER SYSTEM,ALAMEDA,Local,Local,Governmental,CSA,GWP,GW,Purchased,499,6.212606096,Community,SWRCB-DISTRICT,0,0,0,NO
CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,Local,Local,Governmental,County Water District,SW,SW,No,340000,12.7367009,Community,SWRCB-DISTRICT,0,0,0,NO
CA0110005,EAST BAY MUD,ALAMEDA,Local,Local,Governmental,MUD,SW,SW,No,1379750,14.13741288,Community,SWRCB-DISTRICT,0,0,0,NO
CA0110006,CITY OF HAYWARD,ALAMEDA,Local,Local,Governmental,City,SWP,SW,Purchased,151600,11.92900075,Community,SWRCB-DISTRICT,0,0,0,NO
CA0110008,CITY OF PLEASANTON,ALAMEDA,Local,Local,Governmental,City,SWP,SW,Purchased,73067,11.19913211,Community,SWRCB-DISTRICT,0,0,0,NO
CA0110009,DUBLIN SAN RAMON SERVICES DISTRICT,ALAMEDA,Local,Local,Governmental,CSD,SWP,SW,Purchased,75924,11.23748812,Community,SWRCB-DISTRICT,0,0,0,NO
CA0110010,ZONE 7 WATER AGENCY,ALAMEDA,Local,Local,Governmental,Special Act District,SW,SW,No,226840,12.3320002,Community,SWRCB-DISTRICT,0,0,0,NO
CA0110011,CITY OF LIVERMORE,ALAMEDA,Local,Local,Governmental,City,SWP,SW,Purchased,27600,10.22557105,Community,SWRCB-DISTRICT,0,0,0,NO
CA0110012,TOWN OF SUNOL-SFPUC,ALAMEDA,Local,Local,Governmental,City,SWP,SW,Purchased,450,6.109247583,Community,SWRCB-DISTRICT,0,0,0,NO
CA0110016,ALAMEDA POINT,ALAMEDA,Local,Local,Governmental,City,SWP,SW,Purchased,750,6.620073207,Community,SWRCB-DISTRICT,0,0,0,NO
CA0110018,SFPUC-PLEASANTON WELLS,ALAMEDA,Local,Local,Governmental,City,GW,GW,No,500,6.214608098,Community,SWRCB-DISTRICT,0,0,0,NO
CA0210002,KIRKWOOD MEADOWS PUBILC UTILIT,ALPINE,Local,Local,Governmental,PUD,GW,GW,No,7851,8.968396191,Community,SWRCB-DISTRICT,0,0,0,NO
CA0300010,DRYTOWN COUNTY WATER DISTRICT,AMADOR,Mixed (Public/Private),Local,Governmental,County Water District,SWP,SW,Purchased,136,4.912654886,Community,LPA,0,0,0,NO
CA0300016,VOLCANO COMMUNITY SERVICE DIST,AMADOR,Local,Local,Governmental,CSD,GU,GW,No,160,5.075173815,Community,LPA,0,0,0,NO
CA0300019,FIDDLETOWN COMMUNITY SERVICE,AMADOR,Mixed (Public/Private),Local,Governmental,CSD,GW,GW,No,100,4.605170186,Community,LPA,0,1,1,NO
CA0300037,JACKSON VALLEY IRRIGATION DISTRICT,AMADOR,Private,Local,Governmental,Irrigation District,SW,SW,No,2000,7.60090246,Community,SWRCB-DISTRICT,3,0,3,NO
CA0310001,CITY OF JACKSON,AMADOR,Local,Local,Governmental,City,SWP,SW,Purchased,4686,8.452334619,Community,SWRCB-DISTRICT,0,1,1,NO
CA0310002,"AWA, IONE",AMADOR,Local,Local,Governmental,Special Act District,SW,SW,No,6420,8.767173397,Community,SWRCB-DISTRICT,1,0,1,NO
CA0310003,"AWA, SUTTER CREEK",AMADOR,Local,Local,Governmental,Special Act District,SW,SW,No,5084,8.533853632,Community,SWRCB-DISTRICT,0,0,0,NO
CA0310004,"PLYMOUTH, CITY OF",AMADOR,Local,Local,Governmental,City,SWP,SW,Purchased,1060,6.966024187,Community,SWRCB-DISTRICT,1,0,1,NO
CA0310005,PINE GROVE COMM SERV DIST,AMADOR,Local,Local,Governmental,CSD,SWP,SW,Purchased,846,6.74051936,Community,SWRCB-DISTRICT,1,0,1,NO
